vendor_guid,object_type,title,description,friendly_description,display_name,calculation_method,calculation_int,parent_guids,workflow_state,mastery_points,ratings,,,,,,,,,
canvas_outcome_group:408205,group,Art,,,,,,canvas_outcome_group:408153,active,,,,,,,,,,,
canvas_outcome_group:408207,group,Dance,,,,,,canvas_outcome_group:408153,active,,,,,,,,,,,
canvas_outcome_group:408209,group,Journalism,,,,,,canvas_outcome_group:408153,active,,,,,,,,,,,
canvas_outcome_group:408214,group,Television and Radio,,,,,,canvas_outcome_group:408153,active,,,,,,,,,,,
canvas_outcome_group:408215,group,Theater Arts,,,,,,canvas_outcome_group:408153,active,,,,,,,,,,,
PCAN_3001,group,PCAN 3001,,,,,,PCAN_DEPT,active,,,,,,,,,,,
PCAN_3000,group,PCAN 3000,,,,,,PCAN_DEPT,active,,,,,,,,,,,
CHIN_001,group,CHIN 001,,,,,,CHIN_DEPT,active,,,,,,,,,,,
CHIN_002,group,CHIN 002,,,,,,CHIN_DEPT,active,,,,,,,,,,,
CHIN_002A,group,CHIN 002A,,,,,,CHIN_DEPT,active,,,,,,,,,,,
CHIN_003,group,CHIN 003,,,,,,CHIN_DEPT,active,,,,,,,,,,,
CHIN_004,group,CHIN 004,,,,,,CHIN_DEPT,active,,,,,,,,,,,
CHIN_005,group,CHIN 005,,,,,,CHIN_DEPT,active,,,,,,,,,,,
CHIN_008A,group,CHIN 008A,,,,,,CHIN_DEPT,active,,,,,,,,,,,
CHIN_008B,group,CHIN 008B,,,,,,CHIN_DEPT,active,,,,,,,,,,,
CHIN_009A,group,CHIN 009A,,,,,,CHIN_DEPT,active,,,,,,,,,,,
CHIN_009B,group,CHIN 009B,,,,,,CHIN_DEPT,active,,,,,,,,,,,
CHIN_009C,group,CHIN 009C,,,,,,CHIN_DEPT,active,,,,,,,,,,,
CHIN_010,group,CHIN 010,,,,,,CHIN_DEPT,active,,,,,,,,,,,
CHIN_012,group,CHIN 012,,,,,,CHIN_DEPT,active,,,,,,,,,,,
CHIN_022,group,CHIN 022,,,,,,CHIN_DEPT,active,,,,,,,,,,,
CHIN_050,group,CHIN 050,,,,,,CHIN_DEPT,active,,,,,,,,,,,
CHIN_150,group,CHIN 150,,,,,,CHIN_DEPT,active,,,,,,,,,,,
CHIN_150A,group,CHIN 150A,,,,,,CHIN_DEPT,active,,,,,,,,,,,
CHIN_150B,group,CHIN 150B,,,,,,CHIN_DEPT,active,,,,,,,,,,,
CHIN_151,group,CHIN 151,,,,,,CHIN_DEPT,active,,,,,,,,,,,
DANC_009B,group,DANC 009B,,,,,,DANC_DEPT,active,,,,,,,,,,,
DANC_009C,group,DANC 009C,,,,,,DANC_DEPT,active,,,,,,,,,,,
DANC_009D,group,DANC 009D,,,,,,DANC_DEPT,active,,,,,,,,,,,
DANC_011A,group,DANC 011A,,,,,,DANC_DEPT,active,,,,,,,,,,,
DANC_011B,group,DANC 011B,,,,,,DANC_DEPT,active,,,,,,,,,,,
DANC_011C,group,DANC 011C,,,,,,DANC_DEPT,active,,,,,,,,,,,
DANC_011D,group,DANC 011D,,,,,,DANC_DEPT,active,,,,,,,,,,,
DANC_012,group,DANC 012,,,,,,DANC_DEPT,active,,,,,,,,,,,
DANC_013,group,DANC 013,,,,,,DANC_DEPT,active,,,,,,,,,,,
DANC_014A,group,DANC 014A,,,,,,DANC_DEPT,active,,,,,,,,,,,
DANC_014B,group,DANC 014B,,,,,,DANC_DEPT,active,,,,,,,,,,,
DANC_015A,group,DANC 015A,,,,,,DANC_DEPT,active,,,,,,,,,,,
DANC_015C,group,DANC 015C,,,,,,DANC_DEPT,active,,,,,,,,,,,
DANC_002,group,DANC 002,,,,,,DANC_DEPT,active,,,,,,,,,,,
DANC_003,group,DANC 003,,,,,,DANC_DEPT,active,,,,,,,,,,,
DANC_004H,group,DANC 004H,,,,,,DANC_DEPT,active,,,,,,,,,,,
DANC_005A,group,DANC 005A,,,,,,DANC_DEPT,active,,,,,,,,,,,
DANC_005B,group,DANC 005B,,,,,,DANC_DEPT,active,,,,,,,,,,,
DANC_006A,group,DANC 006A,,,,,,DANC_DEPT,active,,,,,,,,,,,
DANC_006B,group,DANC 006B,,,,,,DANC_DEPT,active,,,,,,,,,,,
DANC_006C,group,DANC 006C,,,,,,DANC_DEPT,active,,,,,,,,,,,
DANC_006D,group,DANC 006D,,,,,,DANC_DEPT,active,,,,,,,,,,,
DANC_008A,group,DANC 008A,,,,,,DANC_DEPT,active,,,,,,,,,,,
DANC_008B,group,DANC 008B,,,,,,DANC_DEPT,active,,,,,,,,,,,
DANC_009A,group,DANC 009A,,,,,,DANC_DEPT,active,,,,,,,,,,,
DANC_015B,group,DANC 015B,,,,,,DANC_DEPT,active,,,,,,,,,,,
DANC_020,group,DANC 020,,,,,,DANC_DEPT,active,,,,,,,,,,,
DANC_021A,group,DANC 021A,,,,,,DANC_DEPT,active,,,,,,,,,,,
DANC_021B,group,DANC 021B,,,,,,DANC_DEPT,active,,,,,,,,,,,
DANC_022A,group,DANC 022A,,,,,,DANC_DEPT,active,,,,,,,,,,,
DANC_022B,group,DANC 022B,,,,,,DANC_DEPT,active,,,,,,,,,,,
DANC_023,group,DANC 023,,,,,,DANC_DEPT,active,,,,,,,,,,,
DANC_026,group,DANC 026,,,,,,DANC_DEPT,active,,,,,,,,,,,
canvas_outcome_group:537040,group,FASH 106,,,,,,FASH_DEPT,active,,,,,,,,,,,
FASH_110,group,FASH 110,,,,,,FASH_DEPT,active,,,,,,,,,,,
FASH_130,group,FASH 130,,,,,,FASH_DEPT,active,,,,,,,,,,,
FASH_001A,group,FASH 001A,,,,,,FASH_DEPT,active,,,,,,,,,,,
FASH_001B,group,FASH 001B,,,,,,FASH_DEPT,active,,,,,,,,,,,
FASH_001C,group,FASH 001C,,,,,,FASH_DEPT,active,,,,,,,,,,,
FASH_002,group,FASH 002,,,,,,FASH_DEPT,active,,,,,,,,,,,
FASH_005,group,FASH 005,,,,,,FASH_DEPT,active,,,,,,,,,,,
FASH_009,group,FASH 009,,,,,,FASH_DEPT,active,,,,,,,,,,,
FASH_021,group,FASH 021,,,,,,FASH_DEPT,active,,,,,,,,,,,
FASH_105,group,FASH 105,,,,,,FASH_DEPT,active,,,,,,,,,,,
FASH_108,group,FASH 108,,,,,,FASH_DEPT,active,,,,,,,,,,,
FASH_109,group,FASH 109,,,,,,FASH_DEPT,active,,,,,,,,,,,
FASH_111A,group,FASH 111A,,,,,,FASH_DEPT,active,,,,,,,,,,,
FASH_111B,group,FASH 111B,,,,,,FASH_DEPT,active,,,,,,,,,,,
FASH_111C,group,FASH 111C,,,,,,FASH_DEPT,active,,,,,,,,,,,
FASH_124,group,FASH 124,,,,,,FASH_DEPT,active,,,,,,,,,,,
FASH_115,group,FASH 115,,,,,,FASH_DEPT,active,,,,,,,,,,,
FASH_126,group,FASH 126,,,,,,FASH_DEPT,active,,,,,,,,,,,
FLNG_020,group,FLNG 020,,,,,,FLNG_DEPT,active,,,,,,,,,,,
FLNG_021M,group,FLNG 021M,,,,,,FLNG_DEPT,active,,,,,,,,,,,
FLNG_021L,group,FLNG 021L,,,,,,FLNG_DEPT,active,,,,,,,,,,,
FLNG_021A,group,FLNG 021A,,,,,,FLNG_DEPT,active,,,,,,,,,,,
FLNG_021B,group,FLNG 021B,,,,,,FLNG_DEPT,active,,,,,,,,,,,
FLNG_021C,group,FLNG 021C,,,,,,FLNG_DEPT,active,,,,,,,,,,,
FLNG_021D,group,FLNG 021D,,,,,,FLNG_DEPT,active,,,,,,,,,,,
FLNG_021E,group,FLNG 021E,,,,,,FLNG_DEPT,active,,,,,,,,,,,
FLNG_021F,group,FLNG 021F,,,,,,FLNG_DEPT,active,,,,,,,,,,,
FLNG_021G,group,FLNG 021G,,,,,,FLNG_DEPT,active,,,,,,,,,,,
FLNG_021H,group,FLNG 021H,,,,,,FLNG_DEPT,active,,,,,,,,,,,
FLNG_021I,group,FLNG 021I,,,,,,FLNG_DEPT,active,,,,,,,,,,,
FLNG_021J,group,FLNG 021J,,,,,,FLNG_DEPT,active,,,,,,,,,,,
FLNG_021K,group,FLNG 021K,,,,,,FLNG_DEPT,active,,,,,,,,,,,
GERO_001,group,GERO 001,,,,,,GERO_DEPT,active,,,,,,,,,,,
GERO_140,group,GERO 140,,,,,,GERO_DEPT,active,,,,,,,,,,,
GERO_022,group,GERO 022,,,,,,GERO_DEPT,active,,,,,,,,,,,
HEBR_001,group,HEBR 001,,,,,,HEBR_DEPT,active,,,,,,,,,,,
HEBR_002,group,HEBR 002,,,,,,HEBR_DEPT,active,,,,,,,,,,,
HEBR_003,group,HEBR 003,,,,,,HEBR_DEPT,active,,,,,,,,,,,
HED_002E,group,HED 002E,,,,,,HED_DEPT,active,,,,,,,,,,,
HED_003,group,HED 003,,,,,,HED_DEPT,active,,,,,,,,,,,
HED_050,group,HED 050,,,,,,HED_DEPT,active,,,,,,,,,,,
HED_002A,group,HED 002A,,,,,,HED_DEPT,active,,,,,,,,,,,
HED_044,group,HED 044,,,,,,HED_DEPT,active,,,,,,,,,,,
HED_051,group,HED 051,,,,,,HED_DEPT,active,,,,,,,,,,,
HED_052,group,HED 052,,,,,,HED_DEPT,active,,,,,,,,,,,
KINT_053A,group,KINT 053A,,,,,,KINT_DEPT,active,,,,,,,,,,,
KINT_053B,group,KINT 053B,,,,,,KINT_DEPT,active,,,,,,,,,,,
KINT_053C,group,KINT 053C,,,,,,KINT_DEPT,active,,,,,,,,,,,
KINT_055A,group,KINT 055A,,,,,,KINT_DEPT,active,,,,,,,,,,,
KINT_055B,group,KINT 055B,,,,,,KINT_DEPT,active,,,,,,,,,,,
KINT_056A,group,KINT 056A,,,,,,KINT_DEPT,active,,,,,,,,,,,
KINT_056B,group,KINT 056B,,,,,,KINT_DEPT,active,,,,,,,,,,,
KINT_061,group,KINT 061,,,,,,KINT_DEPT,active,,,,,,,,,,,
KINT_097,group,KINT 097,,,,,,KINT_DEPT,active,,,,,,,,,,,
KINT_101,group,KINT 101,,,,,,KINT_DEPT,active,,,,,,,,,,,
KINT_180,group,KINT 180,,,,,,KINT_DEPT,active,,,,,,,,,,,
canvas_outcome_group:542430,group,KINT 182,,,,,,KINT_DEPT,active,,,,,,,,,,,
KINT_181,group,KINT 181,,,,,,KINT_DEPT,active,,,,,,,,,,,
KINT_002,group,KINT 002,,,,,,KINT_DEPT,active,,,,,,,,,,,
KINT_003,group,KINT 003,,,,,,KINT_DEPT,active,,,,,,,,,,,
KINT_005,group,KINT 005,,,,,,KINT_DEPT,active,,,,,,,,,,,
KINT_006,group,KINT 006,,,,,,KINT_DEPT,active,,,,,,,,,,,
KINT_007,group,KINT 007,,,,,,KINT_DEPT,active,,,,,,,,,,,
KINT_014,group,KINT 014,,,,,,KINT_DEPT,active,,,,,,,,,,,
KINT_020,group,KINT 020,,,,,,KINT_DEPT,active,,,,,,,,,,,
KINT_031A,group,KINT 031A,,,,,,KINT_DEPT,active,,,,,,,,,,,
KINT_031B,group,KINT 031B,,,,,,KINT_DEPT,active,,,,,,,,,,,
KINT_046A,group,KINT 046A,,,,,,KINT_DEPT,active,,,,,,,,,,,
KINT_046B,group,KINT 046B,,,,,,KINT_DEPT,active,,,,,,,,,,,
KINT_048,group,KINT 048,,,,,,KINT_DEPT,active,,,,,,,,,,,
KINT_051,group,KINT 051,,,,,,KINT_DEPT,active,,,,,,,,,,,
KINT_052A,group,KINT 052A,,,,,,KINT_DEPT,active,,,,,,,,,,,
KINT_052B,group,KINT 052B,,,,,,KINT_DEPT,active,,,,,,,,,,,
KINT_054A,group,KINT 054A,,,,,,KINT_DEPT,active,,,,,,,,,,,
KINT_054B,group,KINT 054B,,,,,,KINT_DEPT,active,,,,,,,,,,,
LAC_3031,group,LAC 3031,,,,,,LAC_DEPT,active,,,,,,,,,,,
LAC_3033,group,LAC 3033,,,,,,LAC_DEPT,active,,,,,,,,,,,
LASR_245,group,LASR 245,,,,,,LASR_DEPT,active,,,,,,,,,,,
LASR_260,group,LASR 260,,,,,,LASR_DEPT,active,,,,,,,,,,,
LASR_215,group,LASR 215,,,,,,LASR_DEPT,active,,,,,,,,,,,
LASR_230,group,LASR 230,,,,,,LASR_DEPT,active,,,,,,,,,,,
LATN_002,group,LATN 002,,,,,,LATN_DEPT,active,,,,,,,,,,,
LATN_001,group,LATN 001,,,,,,LATN_DEPT,active,,,,,,,,,,,
LIB_001,group,LIB 001,,,,,,LIB_DEPT,active,,,,,,,,,,,
LIB_120,group,LIB 120,,,,,,LIB_DEPT,active,,,,,,,,,,,
LIB_020,group,LIB 020,,,,,,LIB_DEPT,active,,,,,,,,,,,
LIB_101,group,LIB 101,,,,,,LIB_DEPT,active,,,,,,,,,,,
LIB_121,group,LIB 121,,,,,,LIB_DEPT,active,,,,,,,,,,,
LIB_122,group,LIB 122,,,,,,LIB_DEPT,active,,,,,,,,,,,
LIB_123,group,LIB 123,,,,,,LIB_DEPT,active,,,,,,,,,,,
LIB_124,group,LIB 124,,,,,,LIB_DEPT,active,,,,,,,,,,,
LIB_102,group,LIB 102,,,,,,LIB_DEPT,active,,,,,,,,,,,
LIB_104,group,LIB 104,,,,,,LIB_DEPT,active,,,,,,,,,,,
LIB_105,group,LIB 105,,,,,,LIB_DEPT,active,,,,,,,,,,,
LIB_106,group,LIB 106,,,,,,LIB_DEPT,active,,,,,,,,,,,
LIB_103,group,LIB 103,,,,,,LIB_DEPT,active,,,,,,,,,,,
LIB_126,group,LIB 126,,,,,,LIB_DEPT,active,,,,,,,,,,,
LING_013,group,LING 013,,,,,,LING_DEPT,active,,,,,,,,,,,
LING_014,group,LING 014,,,,,,LING_DEPT,active,,,,,,,,,,,
LING_016,group,LING 016,,,,,,LING_DEPT,active,,,,,,,,,,,
LING_017,group,LING 017,,,,,,LING_DEPT,active,,,,,,,,,,,
LING_020,group,LING 020,,,,,,LING_DEPT,active,,,,,,,,,,,
LING_010,group,LING 010,,,,,,LING_DEPT,active,,,,,,,,,,,
LING_011,group,LING 011,,,,,,LING_DEPT,active,,,,,,,,,,,
LING_012,group,LING 012,,,,,,LING_DEPT,active,,,,,,,,,,,
MA_109,group,MA 109,,,,,,MA_DEPT,active,,,,,,,,,,,
MA_111A,group,MA 111A,,,,,,MA_DEPT,active,,,,,,,,,,,
MA_111B,group,MA 111B,,,,,,MA_DEPT,active,,,,,,,,,,,
MA_122A,group,MA 122A,,,,,,MA_DEPT,active,,,,,,,,,,,
MA_122C,group,MA 122C,,,,,,MA_DEPT,active,,,,,,,,,,,
MA_124,group,MA 124,,,,,,MA_DEPT,active,,,,,,,,,,,
MA_126,group,MA 126,,,,,,MA_DEPT,active,,,,,,,,,,,
MA_110,group,MA 110,,,,,,MA_DEPT,active,,,,,,,,,,,
MA_122B,group,MA 122B,,,,,,MA_DEPT,active,,,,,,,,,,,
MA_127,group,MA 127,,,,,,MA_DEPT,active,,,,,,,,,,,
MA_128,group,MA 128,,,,,,MA_DEPT,active,,,,,,,,,,,
MACH_121,group,MACH 121,,,,,,MACH_DEPT,active,,,,,,,,,,,
MACH_130,group,MACH 130,,,,,,MACH_DEPT,active,,,,,,,,,,,
MACH_131,group,MACH 131,,,,,,MACH_DEPT,active,,,,,,,,,,,
MACH_101,group,MACH 101,,,,,,MACH_DEPT,active,,,,,,,,,,,
MACH_102,group,MACH 102,,,,,,MACH_DEPT,active,,,,,,,,,,,
MACH_110,group,MACH 110,,,,,,MACH_DEPT,active,,,,,,,,,,,
MACH_111,group,MACH 111,,,,,,MACH_DEPT,active,,,,,,,,,,,
MACH_120,group,MACH 120,,,,,,MACH_DEPT,active,,,,,,,,,,,
MACH_135,group,MACH 135,,,,,,MACH_DEPT,active,,,,,,,,,,,
MACH_136,group,MACH 136,,,,,,MACH_DEPT,active,,,,,,,,,,,
canvas_outcome_group:552738,group,HLSC 200,,,,,,HLSC_DEPT,active,,,,,,,,,,,
HLSC_115,group,HLSC 115,,,,,,HLSC_DEPT,active,,,,,,,,,,,
HLSC_112,group,HLSC 112,,,,,,HLSC_DEPT,active,,,,,,,,,,,
HLSC_113,group,HLSC 113,,,,,,HLSC_DEPT,active,,,,,,,,,,,
HLSC_101,group,HLSC 101,,,,,,HLSC_DEPT,active,,,,,,,,,,,
canvas_outcome_group:552744,group,AGPS 012,,,,,,canvas_outcome_group:552743,active,,,,,,,,,,,
canvas_outcome_group:552758,group,AGPS 006,,,,,,canvas_outcome_group:552743,active,,,,,,,,,,,
canvas_outcome_group:552759,group,AGPS 004,,,,,,canvas_outcome_group:552743,active,,,,,,,,,,,
canvas_outcome_group:557736,group,AGPS 120,,,,,,canvas_outcome_group:552743,active,,,,,,,,,,,
canvas_outcome_group:557742,group,AGPS 008,,,,,,canvas_outcome_group:552743,active,,,,,,,,,,,
canvas_outcome_group:554634,group,PHRM 100,,,,,,canvas_outcome_group:554633,active,,,,,,,,,,,
canvas_outcome_group:554635,group,RDTC 100,,,,,,RDTC_DEPT,active,,,,,,,,,,,
canvas_outcome_group:554636,group,RDTC 101,,,,,,RDTC_DEPT,active,,,,,,,,,,,
canvas_outcome_group:554637,group,RDTC 119,,,,,,RDTC_DEPT,active,,,,,,,,,,,
canvas_outcome_group:540381,group,RDTC 113,,,,,,RDTC_DEPT,active,,,,,,,,,,,
canvas_outcome_group:540382,group,RDTC 113B,,,,,,RDTC_DEPT,active,,,,,,,,,,,
canvas_outcome_group:540383,group,RDTC 120,,,,,,RDTC_DEPT,active,,,,,,,,,,,
RDTC_102,group,RDTC 102,,,,,,RDTC_DEPT,active,,,,,,,,,,,
RDTC_103A,group,RDTC 103A,,,,,,RDTC_DEPT,active,,,,,,,,,,,
RDTC_103B,group,RDTC 103B,,,,,,RDTC_DEPT,active,,,,,,,,,,,
RDTC_103C,group,RDTC 103C,,,,,,RDTC_DEPT,active,,,,,,,,,,,
RDTC_104,group,RDTC 104,,,,,,RDTC_DEPT,active,,,,,,,,,,,
RDTC_105,group,RDTC 105,,,,,,RDTC_DEPT,active,,,,,,,,,,,
RDTC_110,group,RDTC 110,,,,,,RDTC_DEPT,active,,,,,,,,,,,
RDTC_111,group,RDTC 111,,,,,,RDTC_DEPT,active,,,,,,,,,,,
RDTC_112A,group,RDTC 112A,,,,,,RDTC_DEPT,active,,,,,,,,,,,
RDTC_112B,group,RDTC 112B,,,,,,RDTC_DEPT,active,,,,,,,,,,,
RDTC_116,group,RDTC 116,,,,,,RDTC_DEPT,active,,,,,,,,,,,
RDTC_117A,group,RDTC 117A,,,,,,RDTC_DEPT,active,,,,,,,,,,,
RDTC_117B,group,RDTC 117B,,,,,,RDTC_DEPT,active,,,,,,,,,,,
RDTC_117C,group,RDTC 117C,,,,,,RDTC_DEPT,active,,,,,,,,,,,
RDTC_117D,group,RDTC 117D,,,,,,RDTC_DEPT,active,,,,,,,,,,,
RDTC_121,group,RDTC 121,,,,,,RDTC_DEPT,active,,,,,,,,,,,
RDTC_123,group,RDTC 123,,,,,,RDTC_DEPT,active,,,,,,,,,,,
WELD_044A,group,WELD 044A,,,,,,WELD_DEPT,active,,,,,,,,,,,
WELD_044B,group,WELD 044B,,,,,,WELD_DEPT,active,,,,,,,,,,,
WELD_044C,group,WELD 044C,,,,,,WELD_DEPT,active,,,,,,,,,,,
WELD_145,group,WELD 145,,,,,,WELD_DEPT,active,,,,,,,,,,,
WELD_200A,group,WELD 200A,,,,,,WELD_DEPT,active,,,,,,,,,,,
WELD_200B,group,WELD 200B,,,,,,WELD_DEPT,active,,,,,,,,,,,
WELD_200C,group,WELD 200C,,,,,,WELD_DEPT,active,,,,,,,,,,,
WELD_303,group,WELD 303,,,,,,WELD_DEPT,active,,,,,,,,,,,
canvas_outcome_group:537047,group,TVR 129F,,,,,,TVR_DEPT,active,,,,,,,,,,,
TVR_017A,group,TVR 017A,,,,,,TVR_DEPT,active,,,,,,,,,,,
canvas_outcome_group:554638,group,TVR 144,,,,,,TVR_DEPT,active,,,,,,,,,,,
TVR_007,group,TVR 007,,,,,,TVR_DEPT,active,,,,,,,,,,,
TVR_012,group,TVR 012,,,,,,TVR_DEPT,active,,,,,,,,,,,
TVR_014A,group,TVR 014A,,,,,,TVR_DEPT,active,,,,,,,,,,,
TVR_014B,group,TVR 014B,,,,,,TVR_DEPT,active,,,,,,,,,,,
TVR_015,group,TVR 015,,,,,,TVR_DEPT,active,,,,,,,,,,,
TVR_016A,group,TVR 016A,,,,,,TVR_DEPT,active,,,,,,,,,,,
TVR_016B,group,TVR 016B,,,,,,TVR_DEPT,active,,,,,,,,,,,
TVR_021,group,TVR 021,,,,,,TVR_DEPT,active,,,,,,,,,,,
TVR_024,group,TVR 024,,,,,,TVR_DEPT,active,,,,,,,,,,,
TVR_041,group,TVR 041,,,,,,TVR_DEPT,active,,,,,,,,,,,
canvas_outcome_group:537045,group,TVR 128E,,,,,,TVR_DEPT,active,,,,,,,,,,,
canvas_outcome_group:537046,group,TVR 128F,,,,,,TVR_DEPT,active,,,,,,,,,,,
TVR_017B,group,TVR 017B,,,,,,TVR_DEPT,active,,,,,,,,,,,
TVR_019,group,TVR 019,,,,,,TVR_DEPT,active,,,,,,,,,,,
TVR_001,group,TVR 001,,,,,,TVR_DEPT,active,,,,,,,,,,,
TVR_002A,group,TVR 002A,,,,,,TVR_DEPT,active,,,,,,,,,,,
TVR_004,group,TVR 004,,,,,,TVR_DEPT,active,,,,,,,,,,,
TVR_117,group,TVR 117,,,,,,TVR_DEPT,active,,,,,,,,,,,
TVR_120,group,TVR 120,,,,,,TVR_DEPT,active,,,,,,,,,,,
TVR_124,group,TVR 124,,,,,,TVR_DEPT,active,,,,,,,,,,,
TVR_129B,group,TVR 129B,,,,,,TVR_DEPT,active,,,,,,,,,,,
TVR_143,group,TVR 143,,,,,,TVR_DEPT,active,,,,,,,,,,,
canvas_outcome_group:540384,group,TVR 018,,,,,,TVR_DEPT,active,,,,,,,,,,,
ARBC_001,group,ARBC 001,,,,,,ARBC_DEPT,active,,,,,,,,,,,
ARBC_002,group,ARBC 002,,,,,,ARBC_DEPT,active,,,,,,,,,,,
ITAL_001,group,ITAL 001,,,,,,ITAL_DEPT,active,,,,,,,,,,,
ITAL_012,group,ITAL 012,,,,,,ITAL_DEPT,active,,,,,,,,,,,
ITAL_050,group,ITAL 050,,,,,,ITAL_DEPT,active,,,,,,,,,,,
ITAL_003,group,ITAL 003,,,,,,ITAL_DEPT,active,,,,,,,,,,,
ITAL_002,group,ITAL 002,,,,,,ITAL_DEPT,active,,,,,,,,,,,
ITAL_004,group,ITAL 004,,,,,,ITAL_DEPT,active,,,,,,,,,,,
ITAL_008B,group,ITAL 008B,,,,,,ITAL_DEPT,active,,,,,,,,,,,
ITAL_009A,group,ITAL 009A,,,,,,ITAL_DEPT,active,,,,,,,,,,,
ITAL_009B,group,ITAL 009B,,,,,,ITAL_DEPT,active,,,,,,,,,,,
ITAL_009C,group,ITAL 009C,,,,,,ITAL_DEPT,active,,,,,,,,,,,
ITAL_010,group,ITAL 010,,,,,,ITAL_DEPT,active,,,,,,,,,,,
ITAL_008A,group,ITAL 008A,,,,,,ITAL_DEPT,active,,,,,,,,,,,
COLL_001,group,COLL 001,,,,,,COLL_DEPT,active,,,,,,,,,,,
COSM_100,group,COSM 100,,,,,,COSM_DEPT,active,,,,,,,,,,,
COSM_101,group,COSM 101,,,,,,COSM_DEPT,active,,,,,,,,,,,
COSM_102,group,COSM 102,,,,,,COSM_DEPT,active,,,,,,,,,,,
COSM_103,group,COSM 103,,,,,,COSM_DEPT,active,,,,,,,,,,,
COSM_104,group,COSM 104,,,,,,COSM_DEPT,active,,,,,,,,,,,
COSM_105,group,COSM 105,,,,,,COSM_DEPT,active,,,,,,,,,,,
COSM_106,group,COSM 106,,,,,,COSM_DEPT,active,,,,,,,,,,,
COSM_107,group,COSM 107,,,,,,COSM_DEPT,active,,,,,,,,,,,
COSM_108,group,COSM 108,,,,,,COSM_DEPT,active,,,,,,,,,,,
COSM_109,group,COSM 109,,,,,,COSM_DEPT,active,,,,,,,,,,,
COUN_010,group,COUN 010,,,,,,COUN_DEPT,active,,,,,,,,,,,
COUN_011,group,COUN 011,,,,,,COUN_DEPT,active,,,,,,,,,,,
COUN_012,group,COUN 012,,,,,,COUN_DEPT,active,,,,,,,,,,,
COUN_013,group,COUN 013,,,,,,COUN_DEPT,active,,,,,,,,,,,
COUN_017,group,COUN 017,,,,,,COUN_DEPT,active,,,,,,,,,,,
COUN_020,group,COUN 020,,,,,,COUN_DEPT,active,,,,,,,,,,,
COUN_030,group,COUN 030,,,,,,COUN_DEPT,active,,,,,,,,,,,
canvas_outcome_group:552762,group,CS 045,,,,,,CS_DEPT,active,,,,,,,,,,,
canvas_outcome_group:542426,group,CS 033,,,,,,CS_DEPT,active,,,,,,,,,,,
canvas_outcome_group:542427,group,CS 034,,,,,,CS_DEPT,active,,,,,,,,,,,
CS_001,group,CS 001,,,,,,CS_DEPT,active,,,,,,,,,,,
CS_002,group,CS 002,,,,,,CS_DEPT,active,,,,,,,,,,,
CS_003A,group,CS 003A,,,,,,CS_DEPT,active,,,,,,,,,,,
CS_003B,group,CS 003B,,,,,,CS_DEPT,active,,,,,,,,,,,
CS_003C,group,CS 003C,,,,,,CS_DEPT,active,,,,,,,,,,,
CS_006,group,CS 006,,,,,,CS_DEPT,active,,,,,,,,,,,
CS_066,group,CS 066,,,,,,CS_DEPT,active,,,,,,,,,,,
CS_008,group,CS 008,,,,,,CS_DEPT,active,,,,,,,,,,,
CS_018,group,CS 018,,,,,,CS_DEPT,active,,,,,,,,,,,
CS_020,group,CS 020,,,,,,CS_DEPT,active,,,,,,,,,,,
CS_031,group,CS 031,,,,,,CS_DEPT,active,,,,,,,,,,,
DA_125,group,DA 125,,,,,,DA_DEPT,active,,,,,,,,,,,
DA_127,group,DA 127,,,,,,DA_DEPT,active,,,,,,,,,,,
DA_100,group,DA 100,,,,,,DA_DEPT,active,,,,,,,,,,,
DA_108,group,DA 108,,,,,,DA_DEPT,active,,,,,,,,,,,
DA_110,group,DA 110,,,,,,DA_DEPT,active,,,,,,,,,,,
DA_111,group,DA 111,,,,,,DA_DEPT,active,,,,,,,,,,,
DA_120,group,DA 120,,,,,,DA_DEPT,active,,,,,,,,,,,
DA_123A,group,DA 123A,,,,,,DA_DEPT,active,,,,,,,,,,,
DA_123B,group,DA 123B,,,,,,DA_DEPT,active,,,,,,,,,,,
DA_124,group,DA 124,,,,,,DA_DEPT,active,,,,,,,,,,,
DA_135,group,DA 135,,,,,,DA_DEPT,active,,,,,,,,,,,
DA_140,group,DA 140,,,,,,DA_DEPT,active,,,,,,,,,,,
DA_149,group,DA 149,,,,,,DA_DEPT,active,,,,,,,,,,,
DA_142,group,DA 142,,,,,,DA_DEPT,active,,,,,,,,,,,
DA_150,group,DA 150,,,,,,DA_DEPT,active,,,,,,,,,,,
DA_200A,group,DA 200A,,,,,,DA_DEPT,active,,,,,,,,,,,
DA_200B,group,DA 200B,,,,,,DA_DEPT,active,,,,,,,,,,,
DA_160,group,DA 160,,,,,,DA_DEPT,active,,,,,,,,,,,
DA_161,group,DA 161,,,,,,DA_DEPT,active,,,,,,,,,,,
DH_116,group,DH 116,,,,,,DH_DEPT,active,,,,,,,,,,,
DH_111,group,DH 111,,,,,,DH_DEPT,active,,,,,,,,,,,
DH_113B,group,DH 113B,,,,,,DH_DEPT,active,,,,,,,,,,,
DH_101A,group,DH 101A,,,,,,DH_DEPT,active,,,,,,,,,,,
DH_104A,group,DH 104A,,,,,,DH_DEPT,active,,,,,,,,,,,
DH_101B,group,DH 101B,,,,,,DH_DEPT,active,,,,,,,,,,,
DH_105,group,DH 105,,,,,,DH_DEPT,active,,,,,,,,,,,
DH_104B,group,DH 104B,,,,,,DH_DEPT,active,,,,,,,,,,,
